github_followers,github_public_repos,years_of_experience,skill_match_count,commit_frequency,repo_quality_score,collaboration_score,risk_category
29,27,1,1,1.740104480161242,1.4154885098782333,0.515548732662513,High Risk
96,29,9,3,7.6075930838695,7.1038764743829805,9.587432969084373,Medium Risk
27,25,7,0,0.15838070944874216,6.611305868257168,2.771606138441948,High Risk
63,47,3,2,5.578101257354344,0.4397164162145484,8.733694396494187,Medium Risk
96,20,11,9,3.794613805934648,8.365937791309511,3.887951189614026,Medium Risk
68,27,2,6,5.065499999085472,2.4874326629118224,1.191000576093556,High Risk
60,25,9,9,5.628302372146029,4.322270754910422,0.8044320020933426,Medium Risk
47,32,10,2,3.133676944572782,6.679337354557424,1.5650789908045648,Medium Risk
18,20,7,3,2.951088601842853,4.294187868522533,2.498931948673647,High Risk
3,34,1,1,7.334018493349057,4.412878027999434,4.885183539308262,High Risk
34,33,10,2,8.712769881211571,0.6562799533574037,7.014979005657835,Medium Risk
63,40,10,8,1.9258163245852788,4.014435492600038,9.863985764853,Medium Risk
48,46,12,2,0.9761876053514895,7.6484789321998345,4.4150674328917106,Medium Risk
16,17,2,4,8.977958063920259,9.151763371865977,5.181849423431099,Medium Risk
43,10,11,1,3.4989546364739867,4.134971370633718,5.218157013832556,Medium Risk
91,22,2,3,5.5131739066281416,4.235858268790789,5.39434355487936,High Risk
29,47,9,6,3.5954314452000347,7.026271063236521,5.177406571044623,Medium Risk
92,21,10,6,1.2580233634605131,9.427720011052767,0.08774755061917827,Medium Risk
45,16,0,2,5.893316449477281,2.6706094023936022,0.01724822109840707,High Risk
5,4,5,4,5.251408517696296,4.401442065379369,0.9766631812612292,High Risk
98,43,1,0,2.029935591911972,7.959732435523011,1.0155660342917883,High Risk
36,10,0,9,4.518690446522778,6.096935693740385,7.048969089547961,Medium Risk
23,29,1,9,7.969475040156459,1.1058634396395473,2.0491603251599977,Medium Risk
92,14,11,9,5.904261031078914,6.277327355622657,8.947141047556128,Medium Risk
45,26,5,0,0.9691732706699485,1.867462845973269,9.286063295770195,High Risk
52,34,13,4,5.480214972291351,5.102159340784041,9.758933378958988,Medium Risk
94,32,3,9,7.027382992895869,5.2910326766043845,9.390813048870202,Medium Risk
98,19,5,8,7.927034057807514,8.762033622249849,2.7188832191852463,Medium Risk
59,15,11,0,6.291175786342667,4.624942740124381,5.097768447035125,Medium Risk
96,33,8,0,1.5265816454078374,2.794424222358942,1.75454970196941,High Risk
62,1,12,3,7.101732665901607,2.3096634821603157,8.06209655172433,Medium Risk
84,34,9,3,6.773418460815163,8.74251876684336,8.884317051440961,Medium Risk
31,39,11,1,0.2442688294063322,1.7101085441822839,8.51288839297515,Medium Risk
86,27,9,8,4.117476675902432,4.2586856088314375,4.333669486968349,Medium Risk
32,46,7,8,3.329502469623733,1.87173114926947,7.58673884686781,Medium Risk
66,38,0,1,6.694120642536435,7.733040401143754,0.9757916957626944,High Risk
17,5,12,8,2.161358123109207,4.74372639974619,0.4024477061925069,Medium Risk
24,8,7,5,5.9087192297425855,3.5114369055681207,7.532364143087609,Medium Risk
94,19,8,7,9.132059618141724,3.6109964062646682,4.253552743286837,Medium Risk
53,0,5,9,7.9780237220860775,8.522142067229794,9.955492647395692,Medium Risk
57,7,9,3,9.214577362165304,5.537739542944381,0.972542158555324,Medium Risk
66,22,14,1,9.7850596693269,7.178678511312636,8.556276815352337,Medium Risk
45,2,4,1,0.10670127006162766,8.970385162506846,4.7998306552899175,High Risk
23,3,5,8,6.227412763774776,9.01741676040642,8.27150195503877,Medium Risk
31,24,12,0,4.128393977589065,3.2850905433786313,8.171272821701448,Medium Risk
46,46,5,6,8.598544903351218,9.524512631463853,9.159920013620773,Low Risk
85,37,8,2,2.518147020091317,0.24875882014605444,2.9785001128610276,High Risk
22,14,3,2,9.810294891150761,3.768355610161657,9.497993534620031,Medium Risk
65,20,1,1,6.137079695437473,8.957988575088416,1.5166696035762028,High Risk
26,34,10,9,7.935374022288309,2.7463687981698293,0.8196877759349053,Medium Risk
1,45,10,5,0.8559955282276832,2.7308145032131836,4.316155173723492,Medium Risk
89,13,8,9,1.8345788475886504,3.026222850818887,8.283229686418426,Medium Risk
16,35,1,1,7.5840367303420315,6.123133848469222,4.734211306334456,High Risk
32,11,9,9,0.21986522039323608,4.383327756143538,8.292866775305141,Medium Risk
8,16,8,3,8.168779858937828,7.267348363533426,7.296868057943052,Medium Risk
42,38,1,9,0.13949018691911452,8.949106425646658,2.0942838613893358,Medium Risk
47,8,11,8,6.5711883906127335,6.741993749428606,9.488816248994638,Medium Risk
38,34,7,8,3.6509392023180585,2.044667201975755,0.6078116862940341,Medium Risk
92,12,8,5,6.1149485271919914,9.326819023605022,8.982797075437949,Medium Risk
41,14,11,3,6.960314069891137,2.644928733474785,3.04443448990374,Medium Risk
25,17,9,6,3.4247521918630417,1.4989429532815812,5.001480831643993,Medium Risk
98,32,8,0,1.0796244811083555,0.899672788609609,4.223518727007345,High Risk
49,5,9,3,0.6964586774826564,5.633837406661656,1.7183455691691618,High Risk
24,26,8,4,5.889360225625478,1.137624624806518,3.5814686640169313,Medium Risk
23,22,1,7,5.206553537341115,1.3877588411263075,1.9293443629279527,High Risk
12,26,3,1,7.422010091211325,3.0003048059549666,2.0388647546052385,High Risk
59,33,6,4,5.097355100039371,2.8165300968446383,1.8705683602638035,Medium Risk
6,45,11,5,4.224457900308791,6.042395103321423,4.8901738034659425,Medium Risk
56,37,1,4,3.9808717823623088,8.167452794726815,7.979313675113156,Medium Risk
35,13,0,8,0.26446902597667465,7.613496562028924,5.68970033761241,Medium Risk
44,35,2,9,3.3555720169665717,2.6248445471647672,8.932065885508418,Medium Risk
19,7,11,0,9.760201575244942,2.4531049798597993,6.365444885767242,Medium Risk
64,34,3,2,8.735555762270888,9.657915301069677,6.893401156326044,Medium Risk
7,18,7,1,3.293780670342177,0.08236241591960125,6.676072297270031,High Risk
15,29,5,2,5.877954050663722,8.797205330602157,4.4945919318374115,Medium Risk
13,13,10,9,8.47296745535494,1.9972851912240497,6.893388222000828,Medium Risk
75,19,1,8,4.412743367500687,9.472843230897679,0.6970774646896116,Medium Risk
86,48,14,8,0.1795786375015096,3.423072848275197,8.598514719156631,Medium Risk
14,24,8,9,0.7451046181864007,4.403517738932523,7.778121434439173,Medium Risk
91,39,13,1,5.103927213487066,7.0712061394438095,2.452299582316788,Medium Risk
97,23,1,2,9.694393756758783,5.876690514732603,7.6803245425408235,Medium Risk
65,13,12,3,6.932095422188677,3.179393297068228,0.12642601400018494,Medium Risk
31,25,14,8,0.7091619143856953,5.538309158678235,2.172465724808804,Medium Risk
86,37,11,2,1.8936087579186278,7.307068843628862,0.6513723867089594,Medium Risk
62,22,4,6,7.7132314321685005,0.42334945902492094,7.802269166178947,Medium Risk
85,21,11,2,8.414397599562447,0.11199305255704117,7.558741511783872,Medium Risk
50,47,3,6,6.176945861885908,4.580669390728913,8.136360238018307,Medium Risk
24,18,12,6,6.444231696298166,1.318366178035142,0.04481693325528835,Medium Risk
57,45,6,8,0.28337450383384644,6.643442914647144,5.01232726678408,Medium Risk
62,2,7,1,8.285302595815086,2.140524562274342,7.048361975173365,High Risk
61,41,4,5,7.882752081708296,4.328511067956709,1.5540112873901546,Medium Risk
21,18,9,8,2.5903514410334716,1.9767093687426895,6.497907275126247,Medium Risk
57,8,13,1,7.086767199655069,5.484835857491245,0.8411009930968572,Medium Risk
57,27,13,1,2.148546064249981,1.160534593845689,1.8132585610431318,High Risk
85,19,4,4,0.4033016105151299,0.2310685278748026,4.75796814994601,High Risk
48,44,1,9,2.0113654259037728,0.5113163810669719,6.53565152681102,Medium Risk
51,6,7,9,1.786288767542995,9.5425844151531,1.4586912695389609,Medium Risk
41,13,13,9,3.3774799673484726,1.4228621861093582,1.852233308309379,Medium Risk
69,8,1,7,4.184494971754581,7.084782531368353,2.04446367065663,High Risk
14,18,9,8,5.085388914977079,0.6792620422282625,2.3870080469897847,Medium Risk
53,46,11,1,4.767538755083281,1.0816035223518217,2.2655384852629123,Medium Risk
59,13,5,4,2.7067460596528936,5.088762514093347,3.951491084976367,High Risk
96,37,7,6,0.29170668574074465,4.648709301543437,6.537896508367229,Medium Risk
7,35,5,5,6.051016222371507,9.515803094398695,4.380317831344697,Medium Risk
52,39,3,5,3.957448298473544,9.448354530207373,7.759739087498882,Medium Risk
59,16,12,6,2.986721573875497,7.796086425424651,7.1926850594861484,Medium Risk
4,29,3,2,8.669410428305124,6.0210183012734975,1.2652691404907568,Medium Risk
67,8,5,2,7.467433077981598,4.549603173930111,0.4884162332074393,High Risk
5,32,13,9,8.577655483724422,3.5617853432842104,8.779415639996062,Low Risk
95,24,14,8,4.94982794712461,9.470875469755555,0.7983106656287342,Medium Risk
93,13,12,7,1.3093125212677748,6.029088114246855,1.4833918071971308,Medium Risk
46,10,3,4,6.962214361212724,5.790725276859945,0.2213327555811806,High Risk
98,34,7,5,2.0607377993717524,2.3190112176891486,6.283363652986537,Medium Risk
54,40,8,9,4.412296690917168,0.4669781788511307,5.823705631583485,Medium Risk
39,13,0,0,0.650007889488885,9.451885797595445,9.869036664352556,High Risk
51,29,12,9,8.253084024229825,3.1373525884465394,8.86932396317172,Low Risk
15,40,3,0,1.2594064104750058,4.425890233244587,4.108431774809097,High Risk
12,3,3,3,9.030975070493097,1.1463994358570684,3.71585840912535,High Risk
29,3,1,1,8.642306022615571,8.36924329909292,2.9685203427998506,High Risk
18,27,5,6,4.645827644392461,0.27631832855930627,1.5240692003788137,High Risk
16,7,2,1,7.443682043039907,8.339907620990965,1.3808365660200905,High Risk
62,1,6,9,6.194450738181533,1.402850127879668,1.3228370800960543,Medium Risk
18,40,12,1,8.030756423377449,8.865641126311521,1.1411475718677855,Medium Risk
91,45,10,4,4.31805100785912,7.297726373361574,2.405120424055369,Medium Risk
57,21,10,3,7.8580848424435,1.646702625073051,3.0666863031311644,Medium Risk
54,40,4,7,4.62456817065148,5.658179928594681,9.615789710389159,Medium Risk
89,15,3,3,9.409657878427938,3.1265631435521946,5.784732510018857,Medium Risk
89,28,4,5,4.863721008251476,1.7823309891158345,9.87595774513281,Medium Risk
61,48,7,4,4.626192719337295,8.591821994111084,3.7246694782567324,Medium Risk
22,47,2,1,7.850718615635127,4.035227665072294,4.5762663258944105,Medium Risk
8,29,13,7,8.21577691760838,3.985437143653825,3.2457865916527915,Medium Risk
11,11,6,1,5.544891143211707,1.6988667480662,1.8288765089655268,High Risk
0,34,14,8,1.797978134950754,3.830656760857787,1.4316470777757917,Medium Risk
57,10,13,8,4.677582309575795,8.716168463288502,9.45079197807832,Medium Risk
0,45,5,2,9.680725029096784,3.631287104896359,9.868106817987558,Medium Risk
33,49,11,3,7.529861930391851,9.51603562499788,0.4490949650873155,Medium Risk
95,20,0,7,8.111626038791321,9.463088992083875,1.5034587473176653,Medium Risk
47,20,12,8,0.3282549881924013,1.4489865930734602,4.235240923010226,Medium Risk
88,4,6,2,4.678594626341599,1.7731125352264487,1.8633347634440733,High Risk
0,47,13,4,6.466211336575554,8.626740703318891,3.638803936268833,Low Risk
15,19,12,7,8.300326836280746,3.927609189247192,1.2909634985963336,Medium Risk
60,36,6,2,0.4927365358277147,0.04373982283009337,4.565117567217902,High Risk
63,2,13,6,8.524388856418732,2.73871819705371,2.7169461616925927,Medium Risk
62,43,14,7,5.484009367419117,5.976289931955599,3.519050557586608,Low Risk
68,32,11,9,1.9731397057605993,7.99265965959968,0.9431265146274759,Medium Risk
21,8,0,2,3.172552164497,1.3338861709325955,4.2812805071014175,High Risk
92,8,8,1,2.8192955175156076,1.1054136441673534,9.832576109615697,High Risk
66,3,5,9,5.308590342884758,9.220926535723317,3.2883304688119033,Medium Risk
75,34,14,6,0.5168567991113182,7.511483678225827,8.764292748424351,Low Risk
25,16,11,8,1.5853615849992353,5.8977960077807845,8.431991416236851,Medium Risk
15,33,1,0,8.126930433757824,7.691867899959281,9.520584182972106,Medium Risk
50,23,4,2,1.3260399074681106,4.288543613066384,7.901095122670945,High Risk
85,31,12,4,2.3339626945812695,7.584557473091266,6.595968270588149,Medium Risk
56,0,10,2,4.533706056041574,3.7180299127453575,8.565844442274576,Medium Risk
28,7,3,0,5.171208881133305,2.4409457249260234,0.7564468065734964,High Risk
77,44,6,6,7.636104796141586,7.290134212929686,4.628306571988078,Medium Risk
91,22,7,6,4.473324266661878,4.196722921572683,9.892562386150589,Medium Risk
68,46,10,9,7.898646210355388,9.813771043261948,7.696001512947323,Low Risk
46,39,13,7,6.183463070454574,3.49485182308101,9.620753780372231,Low Risk
93,11,14,4,1.1309973942382245,9.217274205310659,7.7963435613347905,Medium Risk
61,11,10,9,1.5633143839283858,9.329625485670794,8.748819674421442,Medium Risk
68,45,0,4,4.370337254497708,2.4185294706474614,7.06529632303191,High Risk
75,46,4,4,3.968893930890396,7.982211815880134,7.605020044172398,Medium Risk
15,14,14,0,7.435442696372946,4.330745051445652,5.2317800983950065,Medium Risk
89,40,2,9,5.807371397973519,9.17524727230348,9.242377008141329,Medium Risk
89,18,0,4,3.881330810022493,4.5012427263523875,8.250389106233616,High Risk
47,25,11,5,1.7076028345038563,7.443037173373661,8.438849656656322,Medium Risk
84,28,2,0,2.2683710232549514,4.669674091637979,6.730091009630524,High Risk
38,21,13,6,5.75501018469059,2.2780075571285616,3.04579947087249,Medium Risk
99,39,5,0,4.234388048997925,1.993501289446863,0.3562979539013933,High Risk
32,20,13,1,5.1492750886067205,4.254311942563456,9.356551294095446,Medium Risk
93,37,6,1,1.7067743530223367,7.55494657014215,5.861203488054969,Medium Risk
22,19,7,4,6.629062523445658,6.050714851807668,2.9814297114814026,Medium Risk
9,28,12,9,8.52538740855967,6.886292899005433,1.491351078475378,Low Risk
68,3,10,6,2.579395067869006,2.8232635073194245,8.295231655007546,Medium Risk
99,6,3,0,4.915142258318266,4.814353459576055,8.365201944475789,High Risk
33,27,2,9,9.755273290209018,0.44395264969327,8.145079681305315,Medium Risk
51,27,4,0,3.332417405507276,8.175324159581207,6.450826919667863,High Risk
94,3,8,0,5.950463449237612,9.898921622398746,3.660153875918759,Medium Risk
9,21,12,5,0.9019570020024437,4.068790626246709,3.04070284780257,Medium Risk
18,11,5,1,6.0601500247944315,0.1096365313154335,0.08554770118170185,High Risk
57,44,14,0,0.8963177330461791,1.6979263955094737,8.336075586882403,Medium Risk
95,2,8,5,9.592354353238221,6.525268777504189,0.8743269749364246,Medium Risk
0,21,14,1,7.156626520723114,6.120793182038592,6.307549980407677,Medium Risk
68,43,5,5,7.881597881357064,7.878647195855439,5.040749468400883,Medium Risk
3,1,1,9,7.041043607716368,2.538840109610682,5.266893589263511,Medium Risk
15,23,12,7,5.897290360764657,7.636319155471341,9.267128453077733,Low Risk
23,33,4,1,4.499127810855054,6.8798402152366975,0.3161501127124211,High Risk
79,26,11,8,8.583733797610623,3.2281449771384327,7.733922246287723,Medium Risk
1,40,10,7,9.56835667543063,5.45488148056962,0.5205239836730713,Medium Risk
91,0,8,9,4.9903617290408135,1.4727380849832672,0.381536059353772,Medium Risk
31,7,7,0,9.31535049155262,4.5256450343558265,4.298176981413819,High Risk
90,22,6,6,5.833329099885175,8.811973395556409,0.6307517434296672,Medium Risk
83,37,0,9,5.383841868964332,4.211913798253908,7.891439512929121,Medium Risk
23,5,3,5,4.544827329553566,8.39566706475422,5.295630936483372,Medium Risk
11,21,11,5,2.0928776153011985,5.902533652596944,0.2903878265977444,Medium Risk
49,24,6,5,0.037196608180591895,1.9187671310235677,0.4050068648191951,High Risk
34,17,10,5,2.4150622685606127,5.811062446978964,6.126685297394793,Medium Risk
32,16,6,9,5.097231716035652,5.0598332915706346,8.06111817658405,Medium Risk
32,11,14,6,3.7995995225975254,3.98641335196384,4.377995312747736,Medium Risk
60,5,5,2,4.484852280026338,1.1963043951607033,5.545806715356244,High Risk
50,25,7,5,9.806482195640495,4.167086638472298,7.998294540499016,Medium Risk
42,26,10,2,3.502723706693276,0.7276237623962711,6.105061740418192,High Risk
11,7,12,6,4.521829393601079,0.9876905139875125,2.247602376588195,Medium Risk
66,18,5,6,1.3351555135281956,4.15916532932716,6.130520258694786,Medium Risk
64,41,9,7,0.47957732436987643,3.053814819684637,6.282794590652135,Medium Risk
32,0,2,1,7.754095145924946,9.255443258622234,7.341069808811267,Medium Risk
39,28,3,8,5.706831750719786,3.757058053802705,6.208741875568013,Medium Risk
73,44,13,4,7.6070480604389505,7.578581220721001,9.69242130458038,Low Risk
42,48,2,8,1.4986279888655163,5.302475263662427,1.9728830871706848,Medium Risk
43,34,0,9,5.7182877118269095,7.040856686423354,9.510906795670763,Medium Risk
28,39,14,4,2.5364247434137557,2.6011598301539918,5.383394903500163,Medium Risk
12,13,9,6,2.280618169000199,9.41904972838329,6.71956140494912,Medium Risk
11,34,4,8,0.11526014052985256,5.3008849691442395,0.9946159745218985,Medium Risk
94,47,14,3,1.303407235690719,8.313240712852497,3.80575941378107,Medium Risk
45,44,0,1,3.0926811149969535,3.650456934761135,7.693791464631726,High Risk
1,19,0,8,1.1687876059093905,1.0021134905052453,7.0691101509899035,High Risk
34,48,1,1,9.858584404109376,6.737116477208488,0.40139388165410184,Medium Risk
86,12,12,2,3.086326485239507,0.07759648337424485,5.465942634972446,Medium Risk
80,37,3,9,1.3032394670232816,4.752929765655082,0.8827819296840944,Medium Risk
89,48,5,1,1.9908231282795774,1.9280190266645925,9.958564291781624,Medium Risk
7,45,7,2,5.877032283414765,6.273755044353622,8.972965885332947,Medium Risk
92,48,12,5,0.6404352386478851,9.794198731378522,0.21080660428536957,Medium Risk
25,7,2,2,8.624341301411569,4.644029063206459,8.586495789026309,High Risk
73,42,0,9,9.614996792371473,8.174982565256666,9.194296005584077,Medium Risk
89,19,2,7,2.467474206673809,5.077841869511211,3.535482225634551,High Risk
33,32,11,5,4.500952685908594,4.958400311040241,7.195016550477659,Medium Risk
6,25,2,6,0.2213445102949707,9.304234931787779,4.4210374620777895,Medium Risk
67,38,4,0,6.407102247272215,8.899658687466815,6.552324845763441,Medium Risk
57,20,10,2,4.139260580525889,7.858004651879744,3.403174042981915,Medium Risk
74,48,11,2,2.700584661015557,2.962557533167841,3.2255923663326835,Medium Risk
28,41,11,1,2.0683711061660848,5.450084157239406,4.244338888575791,Medium Risk
35,42,3,6,6.540230776587604,2.23897233305685,1.4556775865250116,Medium Risk
88,40,12,8,4.162170310323145,4.439166980465398,8.311389644353826,Medium Risk
20,8,3,3,1.7965928902991202,4.842130657597906,3.4869789536163665,High Risk
35,23,8,4,6.891090814868241,8.31640040169331,4.0014955390584515,Medium Risk
9,36,6,2,5.650722830366936,8.960283653249931,8.940546127021445,Medium Risk
